Pathway stable ID	Pathway DB_ID	Pathway name
REACT_111168	1236977	Endosomal/Vacuolar pathway
REACT_111056	1236978	Cross-presentation of soluble exogenous antigens (endosomes)
REACT_121329	1237044	Uptake of Carbon Dioxide and Release of Oxygen by Erythrocytes
REACT_75881	1237112	Methionine salvage pathway
REACT_121380	1247673	Uptake of Oxygen and Release of Carbon Dioxide by Erythrocytes
REACT_115993	1250196	SHC1 events in ERBB2 signaling
REACT_115961	1250342	PI3K events in ERBB4 signaling
REACT_116005	1250347	SHC1 events in ERBB4 signaling
REACT_115720	1251932	PLCG1 events in ERBB2 signaling
REACT_116022	1251985	Nuclear signaling by ERBB4
REACT_115828	1253288	Downregulation of ERBB4 signaling
REACT_75829	1257604	PIP3 activates AKT signaling
REACT_115529	1266695	Interleukin-7 signaling
REACT_111045	1266738	Developmental Biology
REACT_118595	1268020	Mitochondrial Protein Import
REACT_111184	1270470	Negative regulation of FGFR signaling
REACT_75790	1280215	Cytokine Signaling in Immune system
REACT_75774	1280218	Adaptive Immune System
REACT_111080	1295596	Spry regulation of FGF signaling
REACT_75775	1296025	ATP sensitive Potassium channels
REACT_75831	1296041	Activation of G protein gated Potassium channels
REACT_75896	1296052	Ca2+ activated K+ channels
REACT_75870	1296053	Classical Kir channels
REACT_75780	1296059	G protein gated Potassium channels
REACT_75862	1296061	HCN channels
REACT_75918	1296065	Inwardly rectifying K+ channels
REACT_75815	1296067	Potassium transport channels
REACT_75908	1296071	Potassium Channels
REACT_75770	1296072	Voltage gated Potassium channels
REACT_75897	1296346	Tandem pore domain potassium channels
REACT_75880	1299287	Tandem pore domain halothane-inhibited K+ channel (THIK)
REACT_75779	1299308	Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)
REACT_75899	1299316	TWIK-releated acid-sensitive K+ channel (TASK)
REACT_75801	1299344	TWIK-related spinal cord K+ channel (TRESK)
REACT_75850	1299361	TWIK-related alkaline pH activated K+ channel (TALK)
REACT_75819	1299503	TWIK related potassium channel (TREK)
REACT_163875	1300642	Sperm Motility And Taxes
REACT_163933	1300644	Interaction With The Zona Pellucida
REACT_163938	1300645	Acrosome Reaction
REACT_164006	1300652	Sperm:Oocyte Membrane Binding
REACT_115896	1306955	GRB7 events in ERBB2 signaling
REACT_111046	1307965	betaKlotho-mediated ligand binding
REACT_111247	1307973	Klotho-mediated ligand binding
REACT_115662	1358803	Downregulation of ERBB2:ERBB3 signaling
REACT_150353	1362409	Mitochondrial Iron-Sulfur Cluster Biogenesis
REACT_118789	1368071	Circadian Repression of Expression by REV-ERBA
REACT_118659	1368082	RORA Activates Circadian Expression
REACT_111118	1368108	BMAL1:CLOCK/NPAS2 Activates Circadian Expression
REACT_111108	1369007	Mitochondrial ABC transporters
REACT_111158	1369062	ABCA transporters in lipid homeostasis
REACT_111083	1428517	The citric acid (TCA) cycle and respiratory electron transport
REACT_111217	1430728	Metabolism
REACT_111040	1433557	Signaling by SCF-KIT
REACT_111225	1433559	Regulation of KIT signaling
REACT_111059	1433617	Regulation of Signaling by NODAL
REACT_150401	1442490	Collagen degradation
REACT_147867	1445148	Translocation of GLUT4 to the Plasma Membrane
REACT_115897	1461957	Beta defensins
REACT_115846	1461973	Defensins
REACT_115574	1462054	Alpha-defensins
REACT_111176	1474151	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation
REACT_163848	1474165	Reproduction
REACT_118572	1474228	Degradation of the extracellular matrix
REACT_118779	1474244	Extracellular matrix organization
REACT_120729	1474290	Collagen formation
REACT_121123	1475029	Reversible Hydration of Carbon Dioxide
REACT_120969	1480926	O2/CO2 exchange in erythrocytes
REACT_120829	1482788	Acyl chain remodelling of PC
REACT_121006	1482798	Acyl chain remodeling of CL
REACT_121384	1482801	Acyl chain remodelling of PS
REACT_121369	1482839	Acyl chain remodelling of PE
REACT_121122	1482883	Acyl chain remodeling of DAG and TAG
REACT_120722	1482922	Acyl chain remodelling of PI
REACT_121324	1482925	Acyl chain remodelling of PG
REACT_120920	1483076	Synthesis of CL
REACT_120823	1483101	Synthesis of PS
REACT_120977	1483115	Hydrolysis of LPC
REACT_121280	1483148	Synthesis of PG
REACT_120785	1483152	Hydrolysis of LPE
REACT_120906	1483166	Synthesis of PA
REACT_121039	1483171	Synthesis of BMP
REACT_121238	1483191	Synthesis of PC
REACT_121079	1483196	PI and PC transport between ER and Golgi membranes
REACT_121401	1483206	Glycerophospholipid biosynthesis
REACT_120919	1483213	Synthesis of PE
REACT_121000	1483226	Synthesis of PI
REACT_121168	1483248	Synthesis of PIPs at the ER membrane
REACT_150154	1483249	Inositol phosphate metabolism
REACT_121175	1483255	PI Metabolism
REACT_120870	1483257	Phospholipid metabolism
REACT_111064	1489509	DAG and IP3 signaling
REACT_111183	1500620	Meiosis
REACT_111155	1500931	Cell-Cell communication
REACT_150238	1502540	Signaling by Activin
REACT_111214	1538133	G0 and Early G1
REACT_150366	1566948	Elastic fibre formation
REACT_160131	1566977	Fibronectin matrix formation
REACT_118682	1592389	Activation of Matrix Metalloproteinases
REACT_118764	1606322	ZBP1(DAI) mediated induction of type I IFNs
REACT_118811	1606341	IRF3 mediated activation of type 1 IFN
REACT_116010	1614517	Sulfide oxidation to sulfate
REACT_115654	1614558	Degradation of cysteine and homocysteine
REACT_115589	1614603	Cysteine formation from homocysteine
REACT_115639	1614635	Sulfur amino acid metabolism
REACT_121315	1630316	Glycosaminoglycan metabolism
REACT_121288	1638074	Keratan sulfate/keratin metabolism
REACT_121314	1638091	Heparan sulfate/heparin (HS-GAG) metabolism
REACT_115566	1640170	Cell Cycle
REACT_116125	1643685	Disease
REACT_115871	1643713	Signaling by EGFR in Cancer
REACT_121139	1650814	Collagen biosynthesis and modifying enzymes
REACT_147797	1655829	Regulation of Cholesterol Biosynthesis by SREBP (SREBF)
REACT_121025	1660499	Synthesis of PIPs at the plasma membrane
REACT_121209	1660502	PIPs transport between early and late endosome membranes
REACT_120874	1660508	PIPs transport between late endosome and Golgi membranes
REACT_120914	1660510	PIPs transport between Golgi and plasma membranes
REACT_120836	1660514	Synthesis of PIPs at the Golgi membrane
REACT_120756	1660516	Synthesis of PIPs at the early endosome membrane
REACT_120918	1660517	Synthesis of PIPs at the late endosome membrane
REACT_121164	1660524	PIPs transport between plasma and early endosome membranes
REACT_121208	1660537	PIPs transport between early endosome and Golgi membranes
REACT_115810	1660661	Sphingolipid de novo biosynthesis
REACT_116105	1660662	Glycosphingolipid metabolism
REACT_121036	1663150	The activation of arylsulfatases
REACT_118632	1679131	Trafficking and processing of endosomal TLR
REACT_121206	1793185	Chondroitin sulfate/dermatan sulfate metabolism
REACT_115902	1799339	SRP-dependent cotranslational protein targeting to membrane
REACT_118563	1810476	RIP-mediated NFkB activation via ZBP1
REACT_147841	1834941	STING mediated induction of host immune responses
REACT_118823	1834949	Cytosolic sensors of pathogen-associated DNA 
REACT_121141	1839117	Signaling by FGFR1 fusion mutants
REACT_120827	1839120	Signaling by FGFR1 amplification mutants
REACT_121153	1839122	Signaling by activated point mutants of FGFR1
REACT_120999	1839124	Signaling by FGFR1 mutants
REACT_121155	1839126	Signaling by FGFR2 mutants
REACT_121286	1839128	Signaling by FGFR4 mutants
REACT_121337	1839130	Signaling by activated point mutants of FGFR3
REACT_121398	1839131	Signaling by FGFR mutants
REACT_150164	1855156	IPs transport between ER lumen and nucleus
REACT_150188	1855167	Synthesis of pyrophosphates in the cytosol
REACT_150458	1855170	IPs transport between nucleus and cytosol
REACT_150352	1855183	Synthesis of IP2, IP, and Ins in the cytosol
REACT_150204	1855184	IPs transport between cytosol and ER lumen
REACT_150275	1855191	Synthesis of IPs in the nucleus
REACT_150265	1855192	IPs transport between nucleus and ER lumen
REACT_150354	1855196	IP3 and IP4 transport between cytosol and nucleus
REACT_150312	1855204	Synthesis of IP3 and IP4 in the cytosol
REACT_150405	1855215	IPs transport between ER lumen and cytosol
REACT_150169	1855229	IP6 and IP7 transport between cytosol and nucleus
REACT_150253	1855231	Synthesis of IPs in the ER lumen
REACT_118722	1912399	Pre-NOTCH Processing in the Endoplasmic Reticulum
REACT_118568	1912408	Pre-NOTCH Transcription and Translation
REACT_118798	1912420	Pre-NOTCH Processing in Golgi
REACT_118744	1912422	Pre-NOTCH Expression and Processing
REACT_115854	1963640	GRB2 events in ERBB2 signaling
REACT_116008	1963642	PI3K events in ERBB2 signaling
REACT_121408	1971475	A tetrasaccharide linker sequence is required for GAG synthesis
REACT_118859	1980143	Signaling by NOTCH1
REACT_118721	1980145	Signaling by NOTCH2
REACT_118862	1980148	Signaling by NOTCH3
REACT_118636	1980150	Signaling by NOTCH4
REACT_116145	1989781	PPARA Activates Gene Expression
REACT_150180	2022090	Assembly of collagen fibrils and other multimeric structures
REACT_147707	2022377	Metabolism of Angiotensinogen to Angiotensins
REACT_121120	2022854	Keratan sulfate biosynthesis
REACT_121313	2022857	Keratan sulfate degradation
REACT_120989	2022870	Chondroitin sulfate biosynthesis
REACT_120800	2022923	Dermatan sulfate biosynthesis
REACT_121248	2022928	HS-GAG biosynthesis
REACT_121255	2023837	Signaling by FGFR2 amplification mutants
REACT_120752	2024096	HS-GAG degradation
REACT_120888	2024101	CS/DS degradation
REACT_118607	2028269	Signaling by Hippo
REACT_160123	2029480	Fcgamma receptor (FCGR) dependent phagocytosis
REACT_160274	2029481	FCGR activation
REACT_160086	2029482	Regulation of actin dynamics for phagocytic cup formation
REACT_160158	2029485	Role of phospholipids in phagocytosis
REACT_118713	2032785	YAP1- and WWTR1 (TAZ)-stimulated gene expression
REACT_121249	2033514	Signaling by FGFR3 mutants
REACT_121011	2033515	t(4;14) translocations of FGFR3
REACT_120863	2033519	Activated point mutants of FGFR2
REACT_121284	2046104	alpha-linolenic (omega3) and linoleic (omega6) acid metabolism
REACT_121100	2046105	Linoleic acid (LA) metabolism
REACT_121147	2046106	alpha-linolenic acid (ALA) metabolism
REACT_118780	2122947	NOTCH1 Intracellular Domain Regulates Transcription
REACT_118614	2122948	Activated NOTCH1 Transmits Signal to the Nucleus
REACT_150331	2129379	Molecules associated with elastic fibres
REACT_121399	2132295	MHC class II antigen presentation
REACT_150417	2142670	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)
REACT_150209	2142688	Synthesis of 5-eicosatetraenoic acids
REACT_150420	2142691	Synthesis of Leukotrienes (LT) and Eoxins (EX)
REACT_150292	2142696	Synthesis of Hepoxilins (HX) and Trioxilins (TrX)
REACT_150320	2142700	Synthesis of Lipoxins (LX)
REACT_150201	2142712	Synthesis of 12-eicosatetraenoic acid derivatives
REACT_147851	2142753	Arachidonic acid metabolism
REACT_150422	2142770	Synthesis of 15-eicosatetraenoic acid derivatives
REACT_160111	2142789	Ubiquinol biosynthesis
REACT_150134	2142816	Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)
REACT_121083	2142845	Hyaluronan metabolism
REACT_121301	2142850	Hyaluronan biosynthesis and export
REACT_121117	2160456	Abnormal metabolism in phenylketonuria
REACT_120996	2160916	Hyaluronan uptake and degradation
REACT_120801	2161517	Abacavir transmembrane transport
REACT_121189	2161522	Abacavir transport and metabolism
REACT_121388	2161541	Abacavir metabolism
REACT_150149	2162123	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
REACT_160163	2168880	Scavenging of Heme from Plasma
REACT_147694	2172127	DAP12 interactions
REACT_160300	2173782	Binding and Uptake of Ligands by Scavenger Receptors
REACT_120727	2173788	Downregulation of TGF-beta receptor signaling
REACT_120850	2173789	TGF-beta receptor signaling activates SMADs
REACT_120726	2173791	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)
REACT_121061	2173793	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer
REACT_121111	2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity
REACT_120734	2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription
REACT_121096	2179392	EGFR Transactivation by Gastrin
REACT_160083	2187335	The retinoid cycle in cones (daylight vision)
REACT_160125	2187338	Visual phototransduction
REACT_163910	2197563	NOTCH2 intracellular domain regulates transcription
REACT_147739	2206280	MPS IX - Natowicz syndrome
REACT_147853	2206281	Mucopolysaccharidoses
REACT_147788	2206282	MPS IIIB - Sanfilippo syndrome B
REACT_147719	2206285	MPS VI - Maroteaux-Lamy syndrome
REACT_147825	2206290	MPS IV - Morquio syndrome A
REACT_147860	2206291	MPS IIIC - Sanfilippo syndrome C
REACT_147759	2206292	MPS VII - Sly syndrome
REACT_147734	2206296	MPS II - Hunter syndrome
REACT_147857	2206302	MPS I - Hurler syndrome
REACT_147749	2206305	MPS IIID - Sanfilippo syndrome D
REACT_147753	2206307	MPS IIIA - Sanfilippo syndrome A
REACT_147798	2206308	MPS IV - Morquio syndrome B
REACT_150268	2214320	Anchoring fibril formation
REACT_147723	2219528	PI3K/AKT Signaling in Cancer
REACT_147727	2219530	Constitutive PI3K/AKT Signaling in Cancer
REACT_150206	2243919	Crosslinking of collagen fibrils
REACT_121311	2262749	Cellular response to hypoxia
REACT_120956	2262752	Cellular responses to stress
REACT_150237	2393930	Phosphate bond hydrolysis by NUDT proteins
REACT_150128	2395516	Electron Transport from NADPH to Ferredoxin
REACT_150359	2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
REACT_147814	2424491	DAP12 signaling
REACT_147904	2426168	Activation of Gene Expression by SREBP (SREBF)
REACT_150210	2428924	IGF1R signaling cascade
REACT_150203	2428928	IRS-related events triggered by IGF1R
REACT_150139	2428933	SHC-related events triggered by IGF1R
REACT_160130	2453864	Retinoid cycle disease events
REACT_160156	2453902	The canonical retinoid cycle in rods (twilight vision)
REACT_163936	2454202	Fc epsilon receptor (FCERI) signaling
REACT_150182	2465910	MASTL Facilitates Mitotic Progression
REACT_160194	2466712	Biosynthesis of A2E, implicated in retinal degradation
REACT_150471	2467813	Separation of Sister Chromatids
REACT_150266	2468052	Establishment of Sister Chromatid Cohesion
REACT_150421	2470946	Cohesin Loading onto Chromatin
REACT_150276	2473224	Antagonism of Activin by Follistatin
REACT_160102	2474795	Diseases associated with visual transduction
REACT_163932	2485179	Activation of the phototransduction cascade
REACT_150425	2500257	Resolution of Sister Chromatid Cohesion
REACT_150260	2514853	Condensation of Prometaphase Chromosomes
REACT_163722	2514856	The phototransduction cascade
REACT_163919	2514859	Inactivation, recovery and regulation of the phototransduction cascade
REACT_163796	2534343	Interaction With Cumulus Cells
REACT_150314	2555396	Mitotic Metaphase and Anaphase
REACT_169436	2559580	Oxidative Stress Induced Senescence
REACT_169168	2559582	Senescence-Associated Secretory Phenotype (SASP)
REACT_169274	2559583	Cellular Senescence
REACT_169121	2559584	Formation of Senescence-Associated Heterochromatin Foci (SAHF)
REACT_169325	2559585	Oncogene Induced Senescence
REACT_169185	2559586	DNA Damage/Telomere Stress Induced Senescence
REACT_150361	2562578	TRIF-mediated programmed cell death
REACT_160176	2564830	Cytosolic Iron-sulfur Cluster Assembly
REACT_160315	2565942	Regulation of PLK1 Activity at G2/M Transition
REACT_169118	2586552	Signaling by Leptin
REACT_160301	2644602	Signaling by NOTCH1 PEST Domain Mutants in Cancer
REACT_160214	2644603	Signaling by NOTCH1 in Cancer
REACT_160099	2644605	FBXW7 Mutants and NOTCH1 in Cancer
REACT_160243	2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants
REACT_160305	2644607	Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling
REACT_160082	2660825	Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant
REACT_160106	2660826	Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant
REACT_160189	2672351	Stimuli-sensing channels
REACT_160133	2691230	Signaling by NOTCH1 HD Domain Mutants in Cancer
REACT_160089	2691232	Constitutive Signaling by NOTCH1 HD Domain Mutants
REACT_163769	2730905	Role of LAT2/NTAL/LAB on calcium mobilization
REACT_163810	2855086	Ficolins bind to repetitive carbohydrate structures on the target cell surface
REACT_163701	2871796	FCERI mediated MAPK activation
REACT_163834	2871809	FCERI mediated Ca+2 mobilization
REACT_163994	2871837	FCERI mediated NF-kB activation
REACT_160248	2894858	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer
REACT_160254	2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
REACT_160183	2978092	Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate
REACT_160205	2979096	NOTCH2 Activation and Transmission of Signal to the Nucleus
REACT_160078	2980736	Peptide hormone metabolism
REACT_160255	2980766	Nuclear Envelope Breakdown
REACT_160122	2980767	Activation of NIMA Kinases NEK9, NEK6, NEK7
REACT_163823	2990846	SUMOylation
REACT_160251	2993913	Clearance of Nuclear Envelope Membranes from Chromatin
REACT_160242	2995383	Initiation of Nuclear Envelope Reformation
REACT_160113	2995410	Nuclear Envelope Reassembly
REACT_169262	3000157	Laminin interactions
REACT_163942	3000170	Syndecan interactions
REACT_163874	3000171	Non-integrin membrane-ECM interactions
REACT_163906	3000178	ECM proteoglycans
REACT_163679	3000471	Scavenging by Class B Receptors
REACT_163699	3000480	Scavenging by Class A Receptors
REACT_163813	3000484	Scavenging by Class F Receptors
REACT_164002	3000497	Scavenging by Class H Receptors
REACT_163812	3065676	Conjugation of SUMO to E1 (UBA2:SAE1)
REACT_163646	3065678	Transfer of SUMO from E1 to E2 (UBE2I, UBC9)
REACT_163725	3065679	Proteolytic Processing of SUMO
REACT_163773	3134963	DEx/H-box helicases activate type I IFN and inflammatory cytokines production 
REACT_163743	3134973	LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production
REACT_163977	3134975	Regulation of innate immune responses to cytosolic DNA
REACT_163793	3215018	Processing and Activation of SUMO
REACT_163710	3238698	WNT ligand biogenesis and trafficking
REACT_163652	3248023	Regulation by TREX1
REACT_163734	3249367	STAT6-mediated induction of chemokines
REACT_163993	3270619	IRF3-mediated induction of type I IFN
REACT_169333	3295583	TRP channels
REACT_163785	3296197	Hydroxycarboxylic acid-binding receptors
REACT_169429	3296469	Defects in cobalamin (B12) metabolism
REACT_169385	3296482	Defects in vitamin and cofactor metabolism
REACT_163931	3301854	Nuclear Pore Complex (NPC) Disassembly
REACT_169219	3304347	Loss of Function of SMAD4 in Cancer
REACT_169398	3304349	Loss of Function of SMAD2/3 in Cancer
REACT_169122	3304351	Signaling by TGF-beta Receptor Complex in Cancer
REACT_169103	3304356	SMAD2/3 Phosphorylation Motif Mutants in Cancer
REACT_169107	3311021	SMAD4 MH2 Domain Mutants in Cancer
REACT_169165	3315487	SMAD2/3 MH2 Domain Mutants in Cancer
REACT_169208	3322077	Glycogen synthesis
REACT_169238	3323169	Defects in biotin (Btn) metabolism
REACT_169120	3359454	Defective TCN2 causes hereditary megaloblastic anemia
REACT_169415	3359457	Defective GIF causes intrinsic factor deficiency
REACT_169363	3359458	Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
REACT_169280	3359462	Defective AMN causes hereditary megaloblastic anemia 1
REACT_169132	3359463	Defective CUBN causes hereditary megaloblastic anemia 1
REACT_169439	3359467	Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
REACT_169149	3359469	Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
REACT_169318	3359471	Defective MMAB causes methylmalonic aciduria type cblB
REACT_169256	3359473	Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD
REACT_169169	3359474	Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC
REACT_169316	3359475	Defective MMAA causes methylmalonic aciduria type cblA
REACT_169313	3359478	Defective MUT causes methylmalonic aciduria mut type
REACT_169178	3359485	Defective CD320 causes methylmalonic aciduria
REACT_164011	3371378	Regulation by c-FLIP
REACT_169403	3371598	Defective BTD causes biotidinase deficiency
REACT_169312	3371599	Defective HLCS causes multiple carboxylase deficiency
REACT_169435	3642278	Loss of Function of TGFBR2 in Cancer
REACT_169192	3642279	TGFBR2 MSI Frameshift Mutants in Cancer
REACT_169440	3645790	TGFBR2 Kinase Domain Mutants in Cancer
REACT_169263	3656532	TGFBR1 KD Mutants in Cancer
REACT_169311	3656534	Loss of Function of TGFBR1 in Cancer
REACT_169445	3656535	TGFBR1 LBD Mutants in CancerREACT_?	1222352	Latent infection of Homo sapiens with Mycobacterium tuberculosis
REACT_?	1222387	Tolerance of reactive oxygen produced by macrophages
REACT_?	1222449	Mtb iron assimilation by chelation
REACT_?	1222499	Response of Mtb to phagocytosis
REACT_?	1222538	Tolerance by Mtb to nitric oxide produced by macrophages
REACT_?	1222541	Cell redox homeostasis
REACT_?	1222556	Phagosomal maturation (early endosomal stage)
REACT_?	162585	Uncoating of the HIV Virion
REACT_?	162587	HIV Life Cycle
REACT_?	162588	Budding and maturation of HIV virion
REACT_?	162589	Reverse Transcription of HIV RNA
REACT_?	162592	Integration of provirus
REACT_?	162594	Early Phase of HIV Life Cycle
REACT_?	162599	Late Phase of HIV Life Cycle
REACT_?	162906	HIV Infection
REACT_?	162909	Host Interactions of HIV factors
REACT_?	164516	Minus-strand DNA synthesis
REACT_?	164525	Plus-strand DNA synthesis
REACT_?	164843	2-LTR circle formation
REACT_?	164938	Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters
REACT_?	164939	Nef mediated downregulation of CD28 cell surface expression
REACT_?	164940	Nef mediated downregulation of MHC class I complex cell surface expression
REACT_?	164944	Nef and signal transduction
REACT_?	164952	The role of Nef in HIV-1 replication and disease pathogenesis
REACT_?	165054	Rev-mediated nuclear export of HIV RNA
REACT_?	166016	Toll Like Receptor 4 (TLR4) Cascade
REACT_?	166054	Activated TLR4 signalling
REACT_?	166058	MyD88:Mal cascade initiated on plasma membrane
REACT_?	167152	Formation of HIV elongation complex in the absence of HIV Tat
REACT_?	167158	Formation of the HIV-1 Early Elongation Complex
REACT_?	167160	RNA Pol II CTD phosphorylation and interaction with CE
REACT_?	167161	HIV Transcription Initiation
REACT_?	167162	RNA Polymerase II HIV Promoter Escape
REACT_?	167169	HIV Transcription Elongation
REACT_?	167172	Transcription of the HIV genome
REACT_?	167200	Formation of HIV-1 elongation complex containing HIV-1 Tat
REACT_?	167238	Pausing and recovery of Tat-mediated HIV elongation
REACT_?	167242	Abortive elongation of HIV-1 transcript in the absence of Tat
REACT_?	167243	Tat-mediated HIV elongation arrest and recovery
REACT_?	167246	Tat-mediated elongation of the HIV-1 transcript
REACT_?	167287	HIV elongation arrest and recovery
REACT_?	167290	Pausing and recovery of HIV elongation
REACT_?	167590	Nef Mediated CD4 Down-regulation
REACT_?	168142	Toll Like Receptor 10 (TLR10) Cascade
REACT_?	168176	Toll Like Receptor 5 (TLR5) Cascade
REACT_?	168179	Toll Like Receptor TLR1:TLR2 Cascade
REACT_?	168188	Toll Like Receptor TLR6:TLR2 Cascade
REACT_?	168249	Innate Immune System
REACT_?	168253	Host Interactions with Influenza Factors
REACT_?	168254	Influenza Infection
REACT_?	168255	Influenza Life Cycle
REACT_?	168256	Immune System
REACT_?	168268	Virus Assembly and Release
REACT_?	168270	Fusion and Uncoating of the Influenza Virion
REACT_?	168271	Transport of Ribonucleoproteins into the Host Nucleus
REACT_?	168275	Entry of Influenza Virion into Host Cell via Endocytosis
REACT_?	168276	 NS1 Mediated Effects on Host Pathways
REACT_?	168277	Influenza Virus Induced Apoptosis
REACT_?	168288	Fusion of the Influenza Virion to the Host Cell Endosome
REACT_?	168303	Packaging of Eight RNA Segments
REACT_?	168305	Inhibition of Interferon Synthesis
REACT_?	168315	Inhibition of Host mRNA Processing and RNA Silencing
REACT_?	168336	Uncoating of the Influenza Virion
REACT_?	168769	BoNT Light Chain Types B, D, and F cleave VAMP/Synaptobrevin
REACT_?	168782	Proteolytic cleavage of SNARE complex proteins
REACT_?	168799	Botulinum neurotoxicity
REACT_?	168888	Inhibition of IFN-beta
REACT_?	168898	Toll-Like Receptors Cascades
REACT_?	169131	Inhibition of PKR
REACT_?	171286	Synthesis and processing of ENV and VPU
REACT_?	173107	Binding and entry of HIV virion
REACT_?	174490	Membrane binding and targetting of GAG proteins
REACT_?	174495	Synthesis And Processing Of GAG, GAGPOL Polyproteins
REACT_?	175474	Assembly Of The HIV Virion
REACT_?	175567	Integration of viral DNA into host genomic DNA
REACT_?	176033	Interactions of Vpr with host cellular proteins
REACT_?	176034	Interactions of Tat with host cellular proteins
REACT_?	177243	Interactions of Rev with host cellular proteins
REACT_?	177539	Autointegration results in viral DNA circles
REACT_?	180534	Vpu mediated degradation of CD4
REACT_?	180585	Vif-mediated degradation of APOBEC3G
REACT_?	180689	APOBEC3G mediated resistance to HIV-1 infection
REACT_?	180746	Nuclear import of Rev protein
REACT_?	180897	Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization
REACT_?	180910	Vpr-mediated nuclear import of PICs
REACT_?	181363	Translocation of BoNT Light chain
REACT_?	181438	Toll Like Receptor 2 (TLR2) Cascade
REACT_?	181546	BoNT Light Chain Types A, C1, E cleave SNAP-25
REACT_?	182218	Nef Mediated CD8 Down-regulation
REACT_?	844456	The NLRP3 inflammasome
REACT_?	936964	Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon
REACT_?	937041	IKK complex recruitment mediated by RIP1
REACT_?	937061	TRIF-mediated TLR3/TLR4 signaling 
REACT_?	937072	TRAF6 mediated induction of TAK1 complex
REACT_?	975871	MyD88 cascade initiated on plasma membrane
REACT_?	1222352	Latent infection of Homo sapiens with Mycobacterium tuberculosis
